,Prediction,Target,Bert scores,Human scores,F1
5567,social robot,social robot,0.9999997620000001,1.0,1.0
5569,early childhood education,special needs education,0.260419041,0.34,0.0
5571,learning disabilities,special needs education,0.17187123,0.54,0.0
5573,"['robotics', 'special needs', 'education', 'lego nxt', 'topobo', 'social robot', 'early childhood education', 'learning disabilities']","['robotics', 'special needs education', 'social robot', 'educational technology', 'programmable construction kit']",0.40297093758216274,0.12,0.3076923076923077
5575,fisher's filter,fisher 's anova ranking,0.351426631,0.1,0.0
5577,kdd connections,kdd feature reduction,0.47983729799999997,0.21,0.0
5579,neural networks,neural networks,1.0,1.0,1.0
5581,intrusion detection systems,intrusion detection systems,1.0,1.0,1.0
5583,feature selection,kdd feature reduction,0.144674331,0.12,0.0
5585,"[""fisher's filter"", 'kdd connections', 'neural networks', 'intrusion detection systems', 'feature selection']","['neural networks', 'intrusion detection systems', 'misuse detection', ""fisher 's anova ranking"", 'knowledge discovery and data mining dataset', 'kdd feature reduction']",0.45087950879877264,0.32,0.3636363636363636
5587,divisor,srt division,-0.170875728,0.45,0.0
5589,partial remainder,digit recurrence division,-0.021342963,0.12,0.0
5591,high radix division,high radix division,1.0,1.0,1.0
5593,digit recurrence divider,digit recurrence division,0.692406893,1.0,0.0
5595,redundant divider,digit recurrence division,0.029136401,0.12,0.0
5597,digit selection,digit recurrence division,0.423957407,0.32,0.0
5599,"['divisor', 'partial remainder', 'high radix division', 'digit recurrence divider', 'redundant divider', 'digit selection']","['high radix division', 'quotient digit selection', 'digit recurrence division', 'digit selector pla', 'p d plot', 'srt division']",0.3134650125415605,0.12,0.16666666666666666
5601,wrist posture,wrist,0.555649936,0.5,0.0
5603,image analysis,parallax,0.09646748,0.4,0.0
5605,"['wrist posture', 'image analysis', 'image analysis', 'image analysis', 'image analysis']","['viewing angle', 'wrist', 'posture', 'parallax']",0.12347776359981961,0.65,0.0
5607,beam column,beam column,1.0,1.0,1.0
5609,lateraltorsional buckling,lateraltorsional buckling,1.0,1.0,1.0
5611,eurocode <digit>,eurocode <digit>,1.0,1.0,1.0
5613,firefighting,fire,0.425518095,0.5,0.0
5615,"['beam column', 'lateraltorsional buckling', 'eurocode <digit>', 'firefighting']","['steel', 'beam column', 'fire', 'lateraltorsional buckling', 'eurocode <digit>', 'numerical modelling']",0.6851036190986632,0.85,0.6
5617,fuzzy less strongly semiopen set,fuzzy strongly semiopen set,0.821352303,0.76,0.0
5619,fuzzy less strong semicontinuity,fuzzy strongly semiopen set,0.303917706,0.65,0.0
5621,fuzzy semicontinuity,fuzzy topology,0.397548795,0.23,0.0
5623,"['fuzzy less strongly semiopen set', 'fuzzy less strong semicontinuity', 'fuzzy semicontinuity', 'fuzzy semicontinuity']","['fuzzy topology', 'fuzzy strongly semiopen set']",0.2737841010093689,0.12,0.0
5625,differential fault analysis,differential fault analysis,1.0,0.12,1.0
5627,camellia,camellia,0.9999997620000001,0.14,1.0
5629,block cipher,block ciphers,0.444179744,1.0,1.0
5631,faulty key,differential fault analysis,0.092569426,1.0,0.0
5633,"['differential fault analysis', 'camellia', 'block cipher', 'faulty key']","['differential fault analysis', 'camellia', 'block ciphers', 'side channel attacks']",0.6110448762774467,0.2,0.75
5635,unigraph,unigraphs,0.611762106,0.1,1.0
5637,graph,frequency assignment,0.068595856,0.12,0.0
5639,degree sequence,frequency assignment,0.16331130300000002,0.43,0.0
5641,algorithm,unigraphs,0.10507219300000001,0.12,0.0
5643,l labeling,<digit> ) labeling l ( <digit>,0.062455632000000004,0.5,0.0
5645,"['unigraph', 'graph', 'degree sequence', 'algorithm', 'l labeling']","['l ( <digit>', '<digit> )', 'unigraphs', '<digit> ) l ( <digit>', '<digit> ) labeling l ( <digit>', '<digit> ) l ( <digit>', '<digit> ) l ( <digit>', '<digit> ) l ( <digit>', '<digit> ) l ( <digit>', 'frequency assignment']",0.08156828085581462,0.23,0.13333333333333333
5647,ground control station,mission plan,0.156041369,0.23,0.0
5649,mission planning,mission plan,0.7127230170000001,0.95,1.0
5651,unmanned aerial system,mission plan,-0.03090208,0.08,0.0
5653,route creation,route creation validation algorithms,0.528337896,0.72,0.0
5655,route verification,route creation validation algorithms,0.45975673200000006,0.78,0.0
5657,autonomous replanning,mission plan,-0.001630602,0.19,0.0
5659,"['ground control station', 'mission planning', 'unmanned aerial system', 'route creation', 'route verification', 'autonomous replanning']","['mission plan', 'route creation validation algorithms', 'stanag <digit>']",0.3364170600469793,0.12,0.2222222222222222
5661,automatic differentiation,design,0.09197617300000001,0.12,0.0
5663,frechet derivatives,linearization of boundary value problems,-0.014992702,0.14,0.0
5665,chebop,chebfun,0.621036947,0.65,0.0
5667,nonlinear bvps,linearization of boundary value problems,0.23598589,0.23,0.0
5669,chebfun chebfun,chebfun,0.369148105,0.86,0.0
5671,chebop chebop,chebfun,0.146558568,0.61,0.0
5673,cheb,chebfun,0.703769565,0.62,0.0
5675,"['automatic differentiation', 'frechet derivatives', 'chebop', 'nonlinear bvps', 'chebfun chebfun', 'chebop chebop', 'cheb']","['chebfun', ""newton 's method in function space"", 'algorithms', 'design', 'performance', 'linearization of boundary value problems', 'object oriented matlab']",0.1313177979883361,0.24,0.0
5677,asynchronous parallel,asynchronous parallel finite automaton,0.38803947,0.61,0.0
5679,deep packet inspection,deep packet inspection,1.0,1.0,1.0
5681,cloud computing,cloud computing,1.0,1.0,1.0
5683,security,cloud computing,0.110160887,0.19,0.0
5685,heuristic forecast,deep packet inspection,-0.034905042000000004,0.17,0.0
5687,"['asynchronous parallel', 'deep packet inspection', 'cloud computing', 'security', 'heuristic forecast']","['asynchronous parallel finite automaton', 'deep packet inspection', 'cloud computing', 'lock free fifo']",0.4444444444444445,0.23,0.4444444444444445
5689,predatorprey system,periodic solution,-0.128090069,0.02,0.0
5691,infinite delay,time delay,0.259927124,0.07,0.0
5693,diffusion,dispersion,0.45437777,0.75,0.0
5695,coincidence degree,dispersion,-0.058924925,0.01,0.0
5697,global asymptotical stability,globally asymptotically stable,0.6929931640000001,0.84,0.0
5699,"['predatorprey system', 'infinite delay', 'diffusion', 'coincidence degree', 'global asymptotical stability']","['dispersion', 'time delay', 'periodic solution', 'persistent', 'globally asymptotically stable']",0.22947418689727783,0.21,0.0
5701,body sensor networks,body sensor networks,1.0,1.0,1.0
5703,authentication,security,0.08669728800000001,0.04,0.0
5705,key management,key update,0.39200720200000005,0.6,0.0
5707,biometrics,body sensor networks,0.185560495,0.45,0.0
5709,eavesdropping attack,key update,0.02695201,0.19,0.0
5711,"['body sensor networks', 'authentication', 'key management', 'biometrics', 'eavesdropping attack']","['security', 'network admission and transmission', 'body sensor networks', 'efficiency', 'key update']",0.20000000000000004,0.43,0.20000000000000004
5713,time domain,time domain,1.0,1.0,1.0
5715,orthogonal,electromagnetic simulation,-0.100207619,0.14,0.0
5717,finite element,finite element methods,0.55300492,0.77,0.0
5719,electromagnetics,electromagnetic simulation,0.480423689,0.61,0.0
5721,integrated circuit,electromagnetic simulation,0.159033611,0.02,0.0
5723,package,package,1.0,1.0,1.0
5725,prism,finite element methods,-0.070678875,0.02,0.0
5727,fem,finite element methods,-0.021340461,0.03,0.0
5729,"['time domain', 'orthogonal', 'finite element', 'electromagnetics', 'integrated circuit', 'package', 'prism', 'fem']","['time domain', 'large scale', 'package', 'on chip', 'die package cosimulation', 'electromagnetic simulation', 'finite element methods']",0.40445714791615806,0.32,0.26666666666666666
5731,social network sites,networks,0.336261451,0.43,0.0
5733,jealousy,relationship,0.018392408,0.01,0.0
5735,relationship happiness,relationship,0.519074678,0.64,0.0
5737,self esteem,relationship,0.079172589,0.02,0.0
5739,grooming,networks,0.075547688,0.02,0.0
5741,"['social network sites', 'jealousy', 'relationship happiness', 'self esteem', 'grooming']","['networks', 'relationship', 'interpersonal', 'psychological factors']",0.11534992853800456,0.43,0.0
5743,nonlinear dimensionality reduction,nonlinear dimensionality reduction,1.0,1.0,1.0
5745,pairwise distance,distance based data projection method,0.060566235,0.04,0.0
5747,sphere,optimization on manifolds,-0.18273876600000002,0.04,0.0
5749,manifold learning,optimization on manifolds,0.039762765,0.2,0.0
5751,trustworthiness and continuity trade off,trade off between trustworthiness and continuity,0.649719894,0.09,0.0
5753,"['nonlinear dimensionality reduction', 'pairwise distance', 'sphere', 'manifold learning', 'trustworthiness and continuity trade off']","['trade off between trustworthiness and continuity', 'nonlinear dimensionality reduction', 'distance based data projection method', 'optimization on manifolds']",0.3666044208738539,0.21,0.22222222222222224
5755,quantum computation,quantum computation,1.0,1.0,1.0
5757,action selection,action selection,1.0,1.0,1.0
5759,reinforcement learning,reinforcement learning,1.0,1.0,1.0
5761,quantum superposition,quantum computation,0.643919885,0.08,0.0
5763,"['quantum computation', 'action selection', 'reinforcement learning', 'quantum superposition']","['quantum computation', 'action selection', 'reinforcement learning', 'grover iteration']",0.8226890032114498,0.12,0.75
5765,principal agent theory,principal agent theory,1.0,1.0,1.0
5767,outsourcing,outsourcing,1.0,1.0,1.0
5769,contract,principal agent theory,-0.089131184,0.03,0.0
5771,software engineering,principal agent theory,0.07546614900000001,0.03,0.0
5773,software process,principal agent theory,0.013570396,0.04,0.0
5775,"['principal agent theory', 'outsourcing', 'contract', 'software engineering', 'software process']","['principal agent theory', 'outsourcing']",0.5714285714285715,0.97,0.5714285714285715
5777,saccule,vestibular evoked potentials,0.018519333,0.03,0.0
5779,fmri,fmri,1.0,1.0,1.0
5781,vep,fmri,0.09593466699999999,0.01,0.0
5783,vestibular nerve stimulation,vestibular evoked potentials,0.278412521,0.05,0.0
5785,thalamus,human,0.0006144519999999999,0.01,0.0
5787,canal,prefrontal,-0.018199876,0.01,0.0
5789,otolith,human,-0.008857804,0.01,0.0
5791,o,fmri,-0.147711486,0.01,0.0
5793,"['saccule', 'fmri', 'vep', 'vestibular nerve stimulation', 'thalamus', 'canal', 'otolith', 'otolith', 'otolith', 'otolith', 'o']","['human', 'fmri', 'vestibular evoked potentials', 'prefrontal']",0.13333333333333333,0.21,0.13333333333333333
5795,density function,density function approximation,0.6405596139999999,0.8,0.0
5797,non markovian model,markov renewal theory,0.263949096,0.48,0.0
5799,stochastic time petri net,stochastic time petri nets,0.890206218,0.91,1.0
5801,difference bounds matrix,difference bounds matrix,0.9999997620000001,1.0,1.0
5803,imprecise analysis,quantitative evaluation,0.23420091,0.38,0.0
5805,bernstein polynomial,bernstein polynomials,0.7490451929999999,0.9,1.0
5807,bern,bernstein polynomials,0.081646599,0.07,0.0
5809,"['density function', 'non markovian model', 'stochastic time petri net', 'difference bounds matrix', 'imprecise analysis', 'bernstein polynomial', 'bernstein polynomial', 'bern']","['quantitative evaluation', 'stochastic time petri nets', 'difference bounds matrix', 'bernstein polynomials', 'correctness verification', 'performance and dependability', 'dense time state space analysis', 'markov renewal theory', 'approximate state space representation', 'density function approximation']",0.397248519973302,0.12,0.4444444444444445
5811,reanalysis,efficient reanalysis,0.554993927,0.78,0.0
5813,sensitivity analysis,sensitivity reanalysis,0.70976752,0.78,0.0
5815,structural optimization,sensitivity reanalysis,0.23416057199999998,0.33,0.0
5817,repeated analysis,efficient reanalysis,0.314429492,0.63,0.0
5819,combined sensitivity analysis,combined approximations,0.433419436,0.67,0.0
5821,"['reanalysis', 'sensitivity analysis', 'structural optimization', 'repeated analysis', 'combined sensitivity analysis']","['sensitivity reanalysis', 'combined approximations', 'approximate reanalysis', 'efficient reanalysis']",0.41258707087417557,0.12,0.0
5823,logistics certification,logistics,0.467718929,0.84,0.0
5825,online learning environment,self learning,0.011927183000000001,0.48,0.0
5827,online certification,training,0.163696036,0.45,0.0
5829,online training,training,0.36036977200000003,0.64,0.0
5831,"['logistics certification', 'online learning environment', 'online certification', 'online training']","['logistics', 'training', 'e learning', 'motivation', 'capability', 'self learning']",0.09354378581047058,0.32,0.0
5833,seam computation,panorama editing,0.03029176,0.24,0.0
5835,image mosaic,panorama editing,0.287956744,0.5,0.0
5837,image processing,panorama editing,0.40558636200000003,0.64,0.0
5839,image,interactive image boundaries,0.13623964800000002,0.38,0.0
5841,"['seam computation', 'image mosaic', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image']","['digital panoramas', 'panorama editing', 'panorama seams', 'interactive image boundaries']",0.15556737168194498,0.4,0.0
5843,service abstraction,services,0.207781985,0.6,0.0
5845,agglomerative clustering,agglomerative clustering,1.0,1.0,1.0
5847,service discovery,services,0.386309177,0.67,0.0
5849,"['service abstraction', 'agglomerative clustering', 'service discovery', 'service discovery']","['services', 'agglomerative clustering', 'abstraction recovery']",0.28571428571428575,0.45,0.28571428571428575
5851,average voice,voice conversion,0.167769447,0.56,0.0
5853,speech synthesis,voice conversion,0.482539266,56.0,0.0
5855,speaker adaptation,speaker adaptation,1.0,1.0,1.0
5857,hidden semi markov model,hidden semi markov model,1.0,1.0,1.0
5859,model adaptation,voice conversion,0.30293559999999997,0.41,0.0
5861,"['average voice', 'speech synthesis', 'speaker adaptation', 'hidden semi markov model', 'model adaptation']","['speaker adaptation', 'hidden semi markov model', 'hmm based speech synthesis', 'speaker adaptive training', 'maximum likelihood linear regression', 'voice conversion']",0.5385136564723704,0.23,0.3636363636363636
5863,continuation algorithm,spectral collocation methods,0.20835468199999999,0.35,0.0
5865,vortex pinning,spectral collocation methods,0.026163125,0.01,0.0
5867,rotating boseeinstein condensates,spectral collocation methods,0.061114479000000006,0.03,0.0
5869,spectral collocation,spectral collocation methods,0.798957765,0.88,0.0
5871,chebyshev polynomials,grosspitaevskii equation,0.061372839000000005,0.04,0.0
5873,"['continuation algorithm', 'vortex pinning', 'rotating boseeinstein condensates', 'spectral collocation', 'chebyshev polynomials']","['spectral collocation methods', 'grosspitaevskii equation', 'ground state solution']",0.19973944127559665,0.23,0.0
5875,modelling,modelling,0.9999997620000001,1.0,1.0
5877,cybernetics,cybernetics,1.0,1.0,1.0
5879,economic theory,economics,0.537114501,0.82,0.0
5881,"['modelling', 'cybernetics', 'economic theory']","['complexity', 'economics', 'modelling', 'causality', 'consciousness', 'cybernetics', 'creativity']",0.5074228525161742,0.43,0.4
5883,fragmentation,fragmentation,0.9999997620000001,1.0,1.0
5885,replication,replication,1.0,1.0,1.0
5887,allocation,replication,0.24033369100000002,0.21,0.0
5889,reallocation,replication,0.26387462,0.31,0.0
5891,dynamic allocation,distributed dbms,0.191998005,0.39,0.0
5893,"['fragmentation', 'replication', 'allocation', 'reallocation', 'dynamic allocation']","['fragmentation', 'replication', 'distributed dbms', 'physical database design']",0.44444439146253795,0.45,0.4444444444444445
5895,decision support,clinical decision support,0.5603491660000001,0.65,0.0
5897,cpoe,cpoe,1.0,1.0,1.0
5899,clinical,clinical decision support,0.052385065999999994,0.4,0.0
5901,workflow,clinical decision support,0.113534719,0.33,0.0
5903,intervention,clinical decision support,0.068473443,0.03,0.0
5905,inpatient care provider order entry,clinical decision support,0.18693693,0.44,0.0
5907,patient safety,clinical decision support,0.296395242,0.46,0.0
5909,"['decision support', 'cpoe', 'clinical', 'workflow', 'intervention', 'inpatient care provider order entry', 'patient safety']","['cpoe', 'clinical decision support']",0.34674425919850665,0.43,0.22222222222222224
5911,method of approximate fundamental solutions,fundamental solutions,0.31353858100000004,0.29,0.0
5913,axisymmetric problems,axisymmetric problems,1.0,1.0,1.0
5915,laplace operator,laplace equation,0.37638098,0.75,0.0
5917,special basis functions,fundamental solutions,0.10408116099999999,0.32,0.0
5919,collocation matrix,laplace equation,0.168316931,0.32,0.0
5921,"['method of approximate fundamental solutions', 'axisymmetric problems', 'laplace operator', 'special basis functions', 'collocation matrix']","['fundamental solutions', 'axisymmetric problems', 'laplace equation', 'infinite domain']",0.22222222222222224,0.32,0.22222222222222224
5923,ordinal and binary regression models,ordinal data,0.343451798,0.52,0.0
5925,markov chain monte carlo,markov chain monte carlo,1.000000238,1.0,1.0
5927,bayesian inference,logistic regression,0.35265216200000005,0.35,0.0
5929,mcmc,mixture distribution,0.060708813,0.04,0.0
5931,"['ordinal and binary regression models', 'markov chain monte carlo', 'bayesian inference', 'mcmc', 'mcmc']","['markov chain monte carlo', 'categorical data', 'cumulative link model', 'ld50', 'logistic regression', 'mixture distribution', 'metropolishastings algorithm', 'ordinal data', 'predictive posterior distribution', 'tolerance distribution']",0.1333333651224772,0.12,0.13333333333333333
5933,replica exchange,free energy calculation,0.050866167999999996,0.03,0.0
5935,rest2,rest2,1.0,1.0,1.0
5937,namd,namd,1.0,1.0,1.0
5939,molecular dynamics,free energy calculation,0.193224952,0.03,0.0
5941,tcl,tcl,1.0,1.0,1.0
5943,hamiltonian exchange,free energy calculation,0.052826934000000006,0.02,0.0
5945,"['replica exchange', 'rest2', 'namd', 'molecular dynamics', 'tcl', 'hamiltonian exchange']","['rest2', 'namd', 'tcl', 'free energy calculation']",0.6,0.41,0.6
5947,physically based modeling,physically based simulation,0.842476845,0.88,0.0
5949,fire,fire,1.000000238,1.0,1.0
5951,numerical simulation,physically based simulation,0.378754616,0.54,0.0
5953,visual rendering,visual adaption,0.323686928,0.79,0.0
5955,visual radiator,visual adaption,0.156354144,0.47,0.0
5957,fire visualization,fire,0.548486114,0.84,0.0
5959,"['physically based modeling', 'fire', 'numerical simulation', 'visual rendering', 'visual radiator', 'fire visualization']","['fire', 'physically based simulation', 'navierstokes equations', 'chemicalreaction', 'blackbody radiation', 'visual adaption']",0.34686485108122916,0.61,0.16666666666666666
5961,evaluation,program evaluation,0.320702195,0.71,0.0
5963,success,program evaluation,-0.018675391,0.04,0.0
5965,emergency response,emergencies,0.285398155,0.63,0.0
5967,medical information system,clinical laboratory information systems,0.644752085,0.62,0.0
5969,statpack,program evaluation,0.028504828,0.04,0.0
5971,quality,program evaluation,0.014354387,0.04,0.0
5973,information quality,program evaluation,0.173489764,0.44,0.0
5975,intention to use,program evaluation,-0.16846396,0.04,0.0
5977,user satisfaction,program evaluation,0.16618374,0.36,0.0
5979,individual impact,program evaluation,0.15683639,0.42,0.0
5981,organizational impact,program evaluation,0.24978789699999998,0.44,0.0
5983,"['evaluation', 'success', 'emergency response', 'medical information system', 'statpack', 'quality', 'information quality', 'intention to use', 'user satisfaction', 'individual impact', 'organizational impact']","['emergencies', 'clinical laboratory information systems', 'program evaluation']",0.09210744074412755,0.31,0.0
5985,satisfiability,probabilistic satisfiability,0.355030626,0.86,0.0
5987,column generation,cnf formulas,-0.010181886999999999,0.04,0.0
5989,directed hypergraphs,directed hypergraphs,1.0,1.0,1.0
5991,integer programming,balanced matrices,0.12982595,0.37,0.0
5993,co occurrence graphs,directed hypergraphs,0.064651221,0.02,0.0
5995,partial <digit> trees,partial k trees,0.307672173,0.67,0.0
5997,k trees,partial k trees,0.36254504299999996,0.81,0.0
5999,"['satisfiability', 'column generation', 'directed hypergraphs', 'integer programming', 'co occurrence graphs', 'partial <digit> trees', 'k trees']","['probabilistic satisfiability', 'cnf formulas', 'directed hypergraphs', 'partial k trees', 'balanced matrices']",0.16666666666666666,0.41,0.16666666666666666
6001,local binary patterns,local binary pattern,0.895984948,1.0,1.0
6003,face recognition,component based face recognition,0.296640843,0.68,0.0
6005,feature extraction,texture features,0.201367632,0.52,0.0
6007,"['local binary patterns', 'face recognition', 'feature extraction', 'feature extraction']","['local binary pattern', 'facial image representation', 'texture features', 'component based face recognition', 'face misalignment']",0.19910776615142825,0.21,0.22222222222222224
6009,decision feedback equalization,adaptive generalized decision feedback equalization,0.6346145870000001,0.87,0.0
6011,mimo channel,mimo systems,0.655061185,0.89,0.0
6013,recursive least squares,adaptive generalized decision feedback equalization,0.092782505,0.04,0.0
6015,dichotomous coordinate descent,adaptive generalized decision feedback equalization,0.10338278099999999,0.22,0.0
6017,adaptive channel equalization,adaptive generalized decision feedback equalization,0.586167574,0.7,0.0
6019,"['decision feedback equalization', 'mimo channel', 'recursive least squares', 'dichotomous coordinate descent', 'adaptive channel equalization']","['adaptive generalized decision feedback equalization', 'ordered successive interference cancelation', 'mimo systems', 'rlsdcd algorithm', 'v blast']",0.30569769134181035,0.51,0.0
6021,interleaver,interleavers,0.806522608,0.97,1.0
6023,turbo coding,turbo codes,0.843539953,0.78,1.0
6025,power line communication,turbo codes,0.042205572000000004,0.02,0.0
6027,orthogonal frequency division multiplexing,punctured matrix,-0.017363375,0.02,0.0
6029,punctured matrix,punctured matrix,1.0,1.0,1.0
6031,hsr code,turbo codes,0.20158343,0.36,0.0
6033,"['interleaver', 'turbo coding', 'power line communication', 'orthogonal frequency division multiplexing', 'punctured matrix', 'hsr code']","['interleavers', 'turbo codes', 'punctured matrix', 'plc', 'ofdm']",0.4818295565518466,0.41,0.5454545454545454
6035,two phase flow,two phase flow,1.0,1.0,1.0
6037,porous media,porous media,1.0,1.0,1.0
6039,domain decomposition,robinrobin domain decomposition,0.413499534,0.71,0.0
6041,coupled navierstokes and darcy system,darcy 's law,0.04960677,0.06,0.0
6043,robinrobin method,robinrobin domain decomposition,0.49034231899999997,0.64,0.0
6045,"['two phase flow', 'porous media', 'domain decomposition', 'coupled navierstokes and darcy system', 'robinrobin method']","['two phase flow', 'porous media', 'robinrobin domain decomposition', ""darcy 's law""]",0.600950389725734,0.32,0.4444444444444445
6047,extreme learning machine,extreme learning machine,1.0,1.0,1.0
6049,visual quality assessment,image quality assessment,0.748271763,0.83,0.0
6051,circular backpropagation,circular backpropagation,1.0,1.0,1.0
6053,multilayer perceptron,circular backpropagation,0.077292599,0.03,0.0
6055,reduced reference model,extreme learning machine,-0.004845386,0.01,0.0
6057,"['extreme learning machine', 'visual quality assessment', 'circular backpropagation', 'multilayer perceptron', 'reduced reference model']","['extreme learning machine', 'circular backpropagation', 'image quality assessment']",0.6870679408311843,0.54,0.5
6059,reinforcement learning,machine learning,0.27288866,0.36,0.0
6061,batch sequencing,machine learning,0.268553466,0.21,0.0
6063,just in time,just in time production,0.38893604299999995,0.85,0.0
6065,multi objective scheduling,scheduling,0.104095511,0.62,0.0
6067,distributed arrival time control,scheduling,0.096634135,0.04,0.0
6069,dynamic batch sizing,machine learning,0.199181616,0.1,0.0
6071,"['reinforcement learning', 'batch sequencing', 'just in time', 'multi objective scheduling', 'distributed arrival time control', 'dynamic batch sizing']","['scheduling', 'machine learning', 'just in time production']",0.0,0.42,0.0
6073,noncentral chi square distribution,chi square distribution,0.44176662,0.73,0.0
6075,neumann series expansion,neumann series,0.777324736,0.78,0.0
6077,loss of precision,algorithm,-0.154502854,0.03,0.0
6079,chi square error,chi square distribution,0.415210485,0.64,0.0
6081,"['noncentral chi square distribution', 'neumann series expansion', 'loss of precision', 'chi square error', 'chi square error']","['algorithm', 'chi square distribution', 'neumann series', 'q function']",0.3496053027293963,0.32,0.0
6083,radio over fiber,radio over fiber,1.0,1.0,1.0
6085,coarse wavelength division multiplexing,coarse wavelength division multiplexing,1.0,1.0,1.0
6087,wireless sensor networks,wireless sensor network,0.887390018,1.0,1.0
6089,ieee 802.11,coarse wavelength division multiplexing,-0.172662288,0.0,0.0
6091,802.15.4,coarse wavelength division multiplexing,-0.16470658800000001,0.0,0.0
6093,wsns,wireless sensor network,-0.161951885,0.03,0.0
6095,"['radio over fiber', 'coarse wavelength division multiplexing', 'wireless sensor networks', 'ieee 802.11', '802.15.4', 'wsns', 'wsns']","['radio over fiber', 'coarse wavelength division multiplexing', 'wireless sensor network', 'wireless local area network']",0.5530562788835353,0.45,0.5454545454545454
6097,chaos,chaos generator,0.523396313,0.75,0.0
6099,chaos generator,chaos generator,0.9999997620000001,1.0,1.0
6101,piecewise smooth map,piecewise smooth continuous map,0.871089399,0.89,0.0
6103,chaos dynamics,chaos generator,0.50719136,0.74,0.0
6105,"['chaos', 'chaos generator', 'piecewise smooth map', 'chaos dynamics']","['chaos generator', 'border collision', 'piecewise smooth continuous map']",0.6707228658712003,0.43,0.28571428571428575
6107,energy efficient scheduling,energy efficiency,0.5233049989999999,0.8,0.0
6109,multicore,multicore,1.000000238,1.0,1.0
6111,distributed data centers,workflows,0.039443634,0.02,0.0
6113,hierarchical scheduling,scheduling heuristics,0.234253958,0.55,0.0
6115,multi objective optimization,multicore,0.18017882100000002,0.48,0.0
6117,"['energy efficient scheduling', 'multicore', 'distributed data centers', 'hierarchical scheduling', 'multi objective optimization']","['energy efficiency', 'multicore', 'workflows', 'scheduling heuristics']",0.3385122749540541,0.54,0.22222222222222224
6119,collaboration,collaborative engineering,0.539940715,0.64,0.0
6121,feature based design,feature based engineering,0.8155747059999999,0.84,0.0
6123,operations,collaborative engineering,0.08844275,0.03,0.0
6125,product database,fine grain product database,0.537112236,0.53,0.0
6127,cad,collaborative engineering,-0.21076934,0.01,0.0
6129,shared common product model,fine grain product database,0.13237105300000002,0.26,0.0
6131,feature level interoperability,feature based engineering,0.270067543,0.44,0.0
6133,engineering intent,feature based engineering,0.197881058,0.58,0.0
6135,"['collaboration', 'feature based design', 'operations', 'product database', 'cad', 'shared common product model', 'feature level interoperability', 'engineering intent']","['fine grain product database', 'collaborative engineering', 'feature based engineering']",0.3441141193563288,0.42,0.0
6137,reed solomon decoder,reed solomon codes,0.655002475,0.75,0.0
6139,burst error correction,burst errors,0.569492459,0.81,0.0
6141,vlsi architecture,vlsi,0.67009896,0.68,0.0
6143,unified hybrid decoding,unified architecture,0.476027727,0.3,0.0
6145,vlsi design,vlsi,0.701335907,0.8,0.0
6147,"['reed solomon decoder', 'burst error correction', 'vlsi architecture', 'unified hybrid decoding', 'vlsi design']","['unified architecture', 'burst errors', 'vlsi', 'reed solomon codes']",0.6073482465174672,0.32,0.0
6149,lattice bgk,lattice bgk model,0.7902178759999999,0.92,0.0
6151,bounce back,accuracy,-0.082209952,0.05,0.0
6153,pressure boundary,boundary conditions,0.18515619600000002,0.53,0.0
6155,body force,boundary conditions,0.11286862199999999,0.27,0.0
6157,creeping flow,lattice bgk model,-0.020428242,0.0,0.0
6159,checkerboard invariants,boundary conditions,-0.039177015,0.04,0.0
6161,d q bgk,lattice bgk model,0.343374074,0.57,0.0
6163,d,lattice bgk model,-0.17163477800000002,0.02,0.0
6165,"['lattice bgk', 'bounce back', 'pressure boundary', 'body force', 'creeping flow', 'checkerboard invariants', 'd q bgk', 'd q bgk', 'd']","['accuracy', 'boundary conditions', 'lattice bgk model']",0.13170297940572104,0.13,0.0
6167,partition refinement,partition refinement,1.0,1.0,1.0
6169,component interaction automata,automata based specification,0.169213384,0.67,0.0
6171,bisimulation,partition refinement,0.039658021,0.04,0.0
6173,weak bisimulation,partition refinement,0.01744714,0.03,0.0
6175,synchronization cliques,partition refinement,0.101702385,0.18,0.0
6177,formal methods,emergent properties,0.138360873,0.09,0.0
6179,"['partition refinement', 'component interaction automata', 'bisimulation', 'weak bisimulation', 'synchronization cliques', 'formal methods']","['partition refinement', 'automata based specification', 'emergent properties']",0.2222222222222222,0.21,0.2222222222222222
6181,data replication,data availability,0.53399986,0.47,0.0
6183,data grid,data grid,1.0,1.0,1.0
6185,data availability,data availability,0.9999997620000001,1.0,1.0
6187,data missing rate,data missing rate,0.9999997620000001,1.0,1.0
6189,data reliability,data availability,0.6546731,0.54,0.0
6191,"['data replication', 'data grid', 'data availability', 'data missing rate', 'data reliability']","['data grid', 'data availability', 'data missing rate', 'limited storage', 'replica strategy']",0.699212062582443,0.65,0.6
6193,power assignment,power assignment,1.0,1.0,1.0
6195,k connectivity,k connectivity,1.0,1.0,1.0
6197,wireless ad hoc networks,wireless ad hoc sensor networks,0.706344247,0.89,0.0
6199,approximation algorithms,wireless ad hoc sensor networks,0.139892444,0.19,0.0
6201,"['power assignment', 'k connectivity', 'wireless ad hoc networks', 'approximation algorithms']","['power assignment', 'k connectivity', 'wireless ad hoc sensor networks']",0.7732412133898053,0.87,0.5714285714285715
